Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB101	28616.2685	35174.4843	88.5697	28616.269	35174.4848	88.5703	0.5	0.5	0.6	0.2	-0.7	0.6
IBB102	28612.0273	35170.6779	88.3948	28612.0276	35170.678	88.3955	0.3	0.1	0.7	0.0	-0.3	0.7
IBB103	28608.8041	35167.7047	88.2711	28608.805	35167.7049	88.2712	0.9	0.2	0.1	-0.2	-0.9	0.1
IBB104	28605.0811	35164.5172	88.129	28605.0814	35164.5174	88.1295	0.3	0.2	0.5	0.0	-0.4	0.5
IBB105	28601.1909	35161.4041	87.9768	28601.1913	35161.4043	87.977	0.4	0.2	0.2	0.0	-0.4	0.2
IBB106	28598.4228	35159.2386	87.8722	28598.4236	35159.2392	87.8724	0.8	0.6	0.2	0.2	-1.0	0.2
IBB107	28595.6039	35157.079	87.7629	28595.6043	35157.0792	87.7632	0.4	0.2	0.3	0.0	-0.4	0.3
IBB108	28593.3919	35155.4117	87.6753	28593.3922	35155.412	87.6756	0.3	0.3	0.3	0.1	-0.4	0.3
IBB109	28591.111	35153.7296	87.5894	28591.1115	35153.7299	87.5896	0.5	0.3	0.2	0.0	-0.6	0.2
IBB110	28588.7816	35152.0492	87.4991	28588.7819	35152.0495	87.4992	0.3	0.3	0.1	0.1	-0.4	0.1
IBB111	28584.7995	35149.5052	87.3405	28584.7991	35149.5052	87.3404	-0.4	0.0	-0.1	0.2	0.4	-0.1
IBB112	28582.831	35148.0547	87.2748	28582.8306	35148.0546	87.2748	-0.4	-0.1	0.0	0.1	0.4	0.0
IBB113	28581.2886	35146.825	87.2318	28581.2881	35146.8249	87.232	-0.5	-0.1	0.2	0.1	0.5	0.2
IBB114	28578.8655	35145.2284	87.1388	28578.865	35145.2282	87.1387	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB115	28576.505	35143.6828	87.0596	28576.5045	35143.6825	87.0596	-0.5	-0.3	0.0	0.0	0.6	0.0
IBB116	28573.575	35141.8635	86.955	28573.5743	35141.8634	86.955	-0.7	-0.1	0.0	0.2	0.7	0.0
IBB117	28570.5845	35140.004	86.8455	28570.5838	35140.0038	86.8458	-0.7	-0.2	0.3	0.1	0.7	0.3
IBB118	28567.5497	35138.1324	86.7422	28567.5488	35138.1322	86.7428	-0.9	-0.2	0.6	0.2	0.9	0.6
IBB119	28565.7149	35137.0487	86.6816	28565.7147	35137.0486	86.682	-0.2	-0.1	0.4	0.0	0.2	0.4
IBB120	28563.2736	35135.6048	86.5966	28563.273	35135.6045	86.597	-0.6	-0.3	0.4	0.0	0.7	0.4
IBB121	28560.1941	35133.8424	86.4897	28560.1936	35133.8422	86.4896	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB122	28557.5031	35132.3903	86.3932	28557.503	35132.3898	86.3935	-0.1	-0.5	0.3	-0.4	0.3	0.3
IBB123	28554.9843	35131.0199	86.3089	28554.9839	35131.0193	86.3087	-0.4	-0.6	-0.2	-0.3	0.6	-0.2
IBB124	28552.5109	35129.7042	86.2201	28552.5113	35129.7036	86.2204	0.4	-0.6	0.3	-0.7	-0.1	0.3
IBB125	28550.0265	35128.3888	86.1457	28550.0263	35128.388	86.1459	-0.2	-0.8	0.2	-0.6	0.5	0.2
IBB126	28546.9205	35126.812	86.0411	28546.9204	35126.8115	86.0412	-0.1	-0.5	0.1	-0.4	0.3	0.1
IBB127	28544.3875	35125.5733	85.9594	28544.3877	35125.5725	85.9587	0.2	-0.8	-0.7	-0.8	0.2	-0.7
IBB128	28541.8443	35124.4329	85.8743	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB129	28539.2832	35123.2186	85.7922	28539.2834	35123.2182	85.7928	0.2	-0.4	0.6	-0.4	0.0	0.6
IBB130	28536.7317	35121.9781	85.7061	28536.7314	35121.9777	85.7063	-0.3	-0.4	0.2	-0.2	0.5	0.2
IBB131	28533.5422	35120.5498	85.6034	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB132	28530.916	35119.4147	85.5177	28530.916	35119.4146	85.5181	0.0	-0.1	0.4	-0.1	0.0	0.4
IBB133	28528.9479	35118.6688	85.4391	28528.9477	35118.668	85.4386	-0.2	-0.8	-0.5	-0.6	0.5	-0.5
IBB134	28525.8057	35117.3319	85.3398	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB135	28522.5441	35116.0553	85.231	28522.544	35116.0546	85.2314	-0.1	-0.7	0.4	-0.6	0.4	0.4
IBB136	28520.4973	35115.2313	85.1685	28520.4973	35115.2305	85.1689	0.0	-0.8	0.4	-0.7	0.4	0.4
IBB137	28517.803	35114.2311	85.088	28517.8031	35114.2305	85.088	0.1	-0.6	0.0	-0.6	0.2	0.0
IBB138	28515.0394	35113.2246	84.9958	28515.0392	35113.2241	84.9956	-0.2	-0.5	-0.2	-0.4	0.4	-0.2
IBB139	28510.8215	35111.7945	84.857	28510.8212	35111.7943	84.8565	-0.3	-0.2	-0.5	0.0	0.4	-0.5
IBB140	28509.0056	35111.1452	84.8034	28509.0055	35111.1452	84.803	-0.1	0.0	-0.4	0.0	0.1	-0.4
IBB141	28506.9615	35110.4488	84.7401	28506.9614	35110.4489	84.7393	-0.1	0.1	-0.8	0.1	0.0	-0.8
IBB142	28503.6453	35109.3847	84.6269	28503.6452	35109.385	84.626	-0.1	0.3	-0.9	0.3	0.0	-0.9
IBB143	28500.9017	35108.5513	84.5374	28500.9017	35108.5515	84.5368	0.0	0.2	-0.6	0.2	-0.1	-0.6
IBB144	28497.5879	35107.6199	84.4288	28497.5878	35107.6203	84.4284	-0.1	0.4	-0.4	0.4	-0.1	-0.4
IBB145	28494.9398	35106.9938	84.3291	28494.9396	35106.9941	84.3287	-0.2	0.3	-0.4	0.4	0.0	-0.4
IBB146	28491.9026	35106.0372	84.2416	28491.9028	35106.0376	84.2416	0.2	0.4	0.0	0.3	-0.4	0.0
IBB147	28489.4468	35105.2142	84.1719	28489.4466	35105.2146	84.1719	-0.2	0.4	0.0	0.4	0.0	0.0
IBB148	28486.654	35104.4135	84.0857	28486.6539	35104.4139	84.0859	-0.1	0.4	0.2	0.4	-0.1	0.2
IBB149	28483.9104	35103.6452	84.0015	28483.9103	35103.6456	84.0017	-0.1	0.4	0.2	0.4	-0.1	0.2
IBB150	28480.4237	35102.7157	83.8906	28480.4236	35102.7161	83.891	-0.1	0.4	0.4	0.4	-0.1	0.4
IBB151	28477.7187	35102.0227	83.8082	28477.7185	35102.0231	83.8087	-0.2	0.4	0.5	0.4	0.0	0.5
IBB152	28475.0216	35101.3822	83.7253	28475.0217	35101.3825	83.7259	0.1	0.3	0.6	0.2	-0.2	0.6
IBB153	28473.0462	35100.7971	83.6668	28473.0462	35100.7974	83.6671	0.0	0.3	0.3	0.3	-0.1	0.3
IBB154	28471.2293	35100.324	83.6083	28471.2293	35100.3243	83.6086	0.0	0.3	0.3	0.3	-0.1	0.3
IBB155	28468.2324	35099.5579	83.5206	28468.2323	35099.5582	83.5211	-0.1	0.3	0.5	0.3	0.0	0.5
IBB156	28463.001	35098.2818	83.3551	28463.001	35098.2822	83.3563	0.0	0.4	1.2	0.4	-0.2	1.2
IBB157	28458.2288	35097.1692	83.2057	28458.2286	35097.1698	83.2066	-0.2	0.6	0.9	0.6	-0.1	0.9
IBB158	28454.6108	35096.2887	83.0962	28454.6107	35096.2896	83.0968	-0.1	0.9	0.6	0.8	-0.3	0.6
IBB159	28449.8853	35095.1228	82.9471	28449.8851	35095.1237	82.948	-0.2	0.9	0.9	0.9	-0.2	0.9
IBB160	28445.1653	35093.9973	82.8026	28445.1652	35093.9981	82.8038	-0.1	0.8	1.2	0.8	-0.3	1.2
IBB201	28615.7523	35175.0124	88.5249	28615.7529	35175.0136	88.5256	0.6	1.2	0.7	0.8	-1.1	0.7
IBB202	28612.0813	35171.7082	88.3807	28612.0817	35171.7087	88.3805	0.4	0.5	-0.2	0.3	-0.6	-0.2
IBB203	28608.2225	35168.4498	88.2236	28608.2228	35168.45	88.2235	0.3	0.2	-0.1	0.0	-0.4	-0.1
IBB204	28604.4519	35165.2688	88.0741	28604.4528	35165.2689	88.0743	0.9	0.1	0.2	-0.3	-0.8	0.2
IBB205	28600.5603	35162.1434	87.9226	28600.561	35162.1439	87.9229	0.7	0.5	0.3	0.1	-0.9	0.3
IBB206	28597.8554	35159.9289	87.8238	28597.8556	35159.9291	87.8243	0.2	0.2	0.5	0.1	-0.3	0.5
IBB207	28595.0092	35157.7614	87.716	28595.0096	35157.7617	87.7164	0.4	0.3	0.4	0.1	-0.5	0.4
IBB208	28592.8955	35156.1161	87.6297	28592.8959	35156.1165	87.6301	0.4	0.4	0.4	0.2	-0.5	0.4
IBB209	28590.603	35154.4553	87.5417	28590.6032	35154.4555	87.5419	0.2	0.2	0.2	0.1	-0.3	0.2
IBB210	28588.197	35152.7539	87.4516	28588.1972	35152.7546	87.4516	0.2	0.7	0.0	0.5	-0.5	0.0
IBB211	28584.4348	35149.9706	87.3091	28584.4348	35149.9706	87.3095	0.0	0.0	0.4	0.0	0.0	0.4
IBB212	28582.5031	35148.6281	87.2455	28582.5027	35148.6281	87.2457	-0.4	0.0	0.2	0.2	0.4	0.2
IBB213	28580.786	35147.5604	87.183	28580.7859	35147.5606	87.1833	-0.1	0.2	0.3	0.2	0.0	0.3
IBB214	28578.4085	35145.9882	87.0993	28578.408	35145.9882	87.0995	-0.5	0.0	0.2	0.2	0.4	0.2
IBB215	28576.0318	35144.3804	87.0118	28576.0311	35144.3803	87.0121	-0.7	-0.1	0.3	0.2	0.7	0.3
IBB216	28573.179	35142.5653	86.9127	28573.1784	35142.5654	86.913	-0.6	0.1	0.3	0.4	0.5	0.3
IBB217	28570.21	35140.6854	86.8062	28570.2093	35140.6851	86.8064	-0.7	-0.3	0.2	0.1	0.8	0.2
IBB218	28567.1775	35138.832	86.6972	28567.1771	35138.8318	86.6976	-0.4	-0.2	0.4	0.0	0.4	0.4
IBB219	28565.3171	35137.7451	86.6356	28565.3167	35137.7448	86.6366	-0.4	-0.3	1.0	-0.1	0.5	1.0
IBB220	28562.8411	35136.3202	86.5513	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB221	28559.776	35134.5876	86.4408	28559.7758	35134.5869	86.4414	-0.2	-0.7	0.6	-0.5	0.5	0.6
IBB222	28557.1313	35133.0263	86.3578	28557.1313	35133.026	86.3577	0.0	-0.3	-0.1	-0.3	0.1	-0.1
IBB223	28554.5731	35131.7356	86.2602	28554.573	35131.735	86.2602	-0.1	-0.6	0.0	-0.5	0.4	0.0
IBB224	28552.1401	35130.4449	86.1784	28552.1404	35130.4444	86.1786	0.3	-0.5	0.2	-0.6	0.0	0.2
IBB225	28549.6782	35129.0921	86.1048	28549.6782	35129.0914	86.1048	0.0	-0.7	0.0	-0.6	0.3	0.0
IBB226	28546.5251	35127.5713	85.9948	28546.5251	35127.5711	85.9949	0.0	-0.2	0.1	-0.2	0.1	0.1
IBB227	28544.0123	35126.3439	85.9155	28544.0121	35126.3434	85.916	-0.2	-0.5	0.5	-0.4	0.4	0.5
IBB228	28541.4802	35125.1182	85.8325	28541.4802	35125.118	85.8326	0.0	-0.2	0.1	-0.2	0.1	0.1
IBB229	28538.9897	35123.8715	85.7522	28538.9898	35123.8709	85.7524	0.1	-0.6	0.2	-0.6	0.2	0.2
IBB230	28535.8784	35122.3253	85.6517	28535.8784	35122.3251	85.6522	0.0	-0.2	0.5	-0.2	0.1	0.5
IBB231	28533.1807	35121.3107	85.556	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB232	28530.1887	35119.8195	85.4679	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB233	28528.6229	35119.3744	85.4008	28528.6228	35119.3738	85.4013	-0.1	-0.6	0.5	-0.5	0.4	0.5
IBB234	28525.4351	35118.0821	85.2951	28525.4347	35118.0819	85.2944	-0.4	-0.2	-0.7	0.0	0.4	-0.7
IBB235	28522.2627	35116.7925	85.1936	28522.2625	35116.7923	85.1934	-0.2	-0.2	-0.2	-0.1	0.3	-0.2
IBB236	28520.1509	35116.0309	85.1209	28520.1507	35116.0309	85.1207	-0.2	0.0	-0.2	0.1	0.2	-0.2
IBB237	28517.4998	35115.0216	85.0414	28517.4994	35115.0215	85.0408	-0.4	-0.1	-0.6	0.1	0.4	-0.6
IBB238	28514.7117	35114.0246	84.9568	28514.7116	35114.0243	84.9566	-0.1	-0.3	-0.2	-0.2	0.2	-0.2
IBB239	28510.5857	35112.5004	84.8222	28510.5854	35112.5004	84.822	-0.3	0.0	-0.2	0.1	0.3	-0.2
IBB240	28508.7501	35111.9691	84.7628	28508.7499	35111.969	84.7623	-0.2	-0.1	-0.5	0.0	0.2	-0.5
IBB241	28506.7499	35111.2929	84.7021	28506.7499	35111.2929	84.7014	0.0	0.0	-0.7	0.0	0.0	-0.7
IBB242	28503.3926	35110.2021	84.5947	28503.3926	35110.2022	84.5938	0.0	0.1	-0.9	0.1	0.0	-0.9
IBB243	28500.6997	35109.3505	84.5062	28500.6996	35109.3507	84.5055	-0.1	0.2	-0.7	0.2	0.0	-0.7
IBB244	28497.3873	35108.3362	84.4023	28497.3872	35108.3368	84.4018	-0.1	0.6	-0.5	0.6	-0.2	-0.5
IBB245	28494.577	35107.5261	84.3058	28494.5769	35107.5263	84.3056	-0.1	0.2	-0.2	0.2	0.0	-0.2
IBB246	28491.7926	35106.6355	84.2196	28491.7925	35106.6359	84.2193	-0.1	0.4	-0.3	0.4	-0.1	-0.3
IBB247	28489.2605	35105.9666	84.146	28489.2604	35105.9671	84.1459	-0.1	0.5	-0.1	0.5	-0.1	-0.1
IBB248	28486.3805	35105.145	84.0604	28486.3802	35105.1455	84.0605	-0.3	0.5	0.1	0.6	0.0	0.1
