Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB101	28616.2685	35174.4843	88.5697	28616.2691	35174.4847	88.5704	0.6	0.4	0.7	0.1	-0.7	0.7
IBB102	28612.0273	35170.6779	88.3948	28612.0276	35170.6779	88.3955	0.3	0.0	0.7	-0.1	-0.3	0.7
IBB103	28608.8041	35167.7047	88.2711	28608.805	35167.705	88.2713	0.9	0.3	0.2	-0.1	-0.9	0.2
IBB104	28605.0811	35164.5172	88.129	28605.0814	35164.5174	88.1295	0.3	0.2	0.5	0.0	-0.4	0.5
IBB105	28601.1909	35161.4041	87.9768	28601.1912	35161.4042	87.9771	0.3	0.1	0.3	0.0	-0.3	0.3
IBB106	28598.4228	35159.2386	87.8722	28598.4235	35159.2392	87.8724	0.7	0.6	0.2	0.2	-0.9	0.2
IBB107	28595.6039	35157.079	87.7629	28595.6042	35157.0792	87.7633	0.3	0.2	0.4	0.0	-0.4	0.4
IBB108	28593.3919	35155.4117	87.6753	28593.3923	35155.4121	87.6756	0.4	0.4	0.3	0.2	-0.5	0.3
IBB109	28591.111	35153.7296	87.5894	28591.1113	35153.7298	87.5897	0.3	0.2	0.3	0.0	-0.4	0.3
IBB110	28588.7816	35152.0492	87.4991	28588.7819	35152.0495	87.4991	0.3	0.3	0.0	0.1	-0.4	0.0
IBB111	28584.7995	35149.5052	87.3405	28584.7993	35149.5052	87.3405	-0.2	0.0	0.0	0.1	0.2	0.0
IBB112	28582.831	35148.0547	87.2748	28582.8308	35148.0546	87.275	-0.2	-0.1	0.2	0.0	0.2	0.2
IBB113	28581.2886	35146.825	87.2318	28581.2881	35146.8249	87.232	-0.5	-0.1	0.2	0.1	0.5	0.2
IBB114	28578.8655	35145.2284	87.1388	28578.865	35145.2282	87.1387	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB115	28576.505	35143.6828	87.0596	28576.5046	35143.6826	87.0596	-0.4	-0.2	0.0	0.0	0.4	0.0
IBB116	28573.575	35141.8635	86.955	28573.5744	35141.8634	86.9551	-0.6	-0.1	0.1	0.2	0.6	0.1
IBB117	28570.5845	35140.004	86.8455	28570.5839	35140.0039	86.8458	-0.6	-0.1	0.3	0.2	0.6	0.3
IBB118	28567.5497	35138.1324	86.7422	28567.5489	35138.1323	86.7429	-0.8	-0.1	0.7	0.3	0.8	0.7
IBB119	28565.7149	35137.0487	86.6816	28565.7147	35137.0486	86.6819	-0.2	-0.1	0.3	0.0	0.2	0.3
IBB120	28563.2736	35135.6048	86.5966	28563.2731	35135.6045	86.5969	-0.5	-0.3	0.3	0.0	0.6	0.3
IBB121	28560.1941	35133.8424	86.4897	28560.1935	35133.8421	86.4896	-0.6	-0.3	-0.1	0.0	0.7	-0.1
IBB122	28557.5031	35132.3903	86.3932	28557.5029	35132.3899	86.3934	-0.2	-0.4	0.2	-0.3	0.4	0.2
IBB123	28554.9843	35131.0199	86.3089	28554.9841	35131.0193	86.3088	-0.2	-0.6	-0.1	-0.4	0.5	-0.1
IBB124	28552.5109	35129.7042	86.2201	28552.5111	35129.7037	86.2204	0.2	-0.5	0.3	-0.5	0.1	0.3
IBB125	28550.0265	35128.3888	86.1457	28550.0264	35128.3881	86.1461	-0.1	-0.7	0.4	-0.6	0.4	0.4
IBB126	28546.9205	35126.812	86.0411	28546.9205	35126.8118	86.0411	0.0	-0.2	0.0	-0.2	0.1	0.0
IBB127	28544.3875	35125.5733	85.9594	28544.3878	35125.5725	85.9586	0.3	-0.8	-0.8	-0.8	0.1	-0.8
IBB128	28541.8443	35124.4329	85.8743	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB129	28539.2832	35123.2186	85.7922	28539.2833	35123.2182	85.7923	0.1	-0.4	0.1	-0.4	0.1	0.1
IBB130	28536.7317	35121.9781	85.7061	28536.7315	35121.9776	85.7064	-0.2	-0.5	0.3	-0.4	0.4	0.3
IBB131	28533.5422	35120.5498	85.6034	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB132	28530.916	35119.4147	85.5177	28530.916	35119.4147	85.5182	0.0	0.0	0.5	0.0	0.0	0.5
IBB133	28528.9479	35118.6688	85.4391	28528.9474	35118.6683	85.439	-0.5	-0.5	-0.1	-0.2	0.7	-0.1
IBB134	28525.8057	35117.3319	85.3398	28525.8049	35117.3318	85.3395	-0.8	-0.1	-0.3	0.3	0.8	-0.3
IBB135	28522.5441	35116.0553	85.231	28522.5432	35116.055	85.2314	-0.9	-0.3	0.4	0.1	0.9	0.4
IBB136	28520.4973	35115.2313	85.1685	28520.4964	35115.2311	85.1681	-0.9	-0.2	-0.4	0.2	0.9	-0.4
IBB137	28517.803	35114.2311	85.088	28517.8024	35114.2312	85.0878	-0.6	0.1	-0.2	0.4	0.5	-0.2
IBB138	28515.0394	35113.2246	84.9958	28515.0385	35113.2244	84.9959	-0.9	-0.2	0.1	0.2	0.9	0.1
IBB139	28510.8215	35111.7945	84.857	28510.821	35111.7945	84.8568	-0.5	0.0	-0.2	0.2	0.4	-0.2
IBB140	28509.0056	35111.1452	84.8034	28509.0052	35111.1454	84.8032	-0.4	0.2	-0.2	0.4	0.3	-0.2
IBB141	28506.9615	35110.4488	84.7401	28506.9608	35110.4489	84.7395	-0.7	0.1	-0.6	0.4	0.6	-0.6
IBB142	28503.6453	35109.3847	84.6269	28503.6444	35109.3848	84.6262	-0.9	0.1	-0.7	0.5	0.8	-0.7
IBB143	28500.9017	35108.5513	84.5374	28500.9012	35108.5513	84.537	-0.5	0.0	-0.4	0.2	0.4	-0.4
IBB144	28497.5879	35107.6199	84.4288	28497.5874	35107.6202	84.4287	-0.5	0.3	-0.1	0.5	0.3	-0.1
IBB145	28494.9398	35106.9938	84.3291	28494.9395	35106.994	84.329	-0.3	0.2	-0.1	0.3	0.2	-0.1
IBB146	28491.9026	35106.0372	84.2416	28491.9026	35106.0377	84.2416	0.0	0.5	0.0	0.4	-0.2	0.0
IBB147	28489.4468	35105.2142	84.1719	28489.4469	35105.2145	84.172	0.1	0.3	0.1	0.2	-0.2	0.1
IBB148	28486.654	35104.4135	84.0857	28486.654	35104.414	84.0859	0.0	0.5	0.2	0.4	-0.2	0.2
IBB149	28483.9104	35103.6452	84.0015	28483.9109	35103.6455	84.0018	0.5	0.3	0.3	0.0	-0.6	0.3
IBB150	28480.4237	35102.7157	83.8906	28480.4242	35102.716	83.891	0.5	0.3	0.4	0.0	-0.6	0.4
IBB151	28477.7187	35102.0227	83.8082	28477.7186	35102.0228	83.8087	-0.1	0.1	0.5	0.1	0.0	0.5
IBB152	28475.0216	35101.3822	83.7253	28475.0219	35101.3826	83.7258	0.3	0.4	0.5	0.2	-0.5	0.5
IBB153	28473.0462	35100.7971	83.6668	28473.0466	35100.7974	83.6674	0.4	0.3	0.6	0.1	-0.5	0.6
IBB154	28471.2293	35100.324	83.6083	28471.2297	35100.3243	83.6089	0.4	0.3	0.6	0.1	-0.5	0.6
IBB155	28468.2324	35099.5579	83.5206	28468.2328	35099.5584	83.5211	0.4	0.5	0.5	0.3	-0.6	0.5
IBB156	28463.001	35098.2818	83.3551	28463.0011	35098.2818	83.3558	0.1	0.0	0.7	0.0	-0.1	0.7
IBB157	28458.2288	35097.1692	83.2057	28458.2292	35097.1692	83.2066	0.4	0.0	0.9	-0.2	-0.4	0.9
IBB158	28454.6108	35096.2887	83.0962	28454.6109	35096.2888	83.0965	0.1	0.1	0.3	0.0	-0.1	0.3
IBB159	28449.8853	35095.1228	82.9471	28449.8855	35095.1229	82.9469	0.2	0.1	-0.2	0.0	-0.2	-0.2
IBB160	28445.1653	35093.9973	82.8026	28445.1659	35093.9973	82.8035	0.6	0.0	0.9	-0.3	-0.5	0.9
IBB201	28615.7523	35175.0124	88.5249	28615.7531	35175.0138	88.5256	0.8	1.4	0.7	0.9	-1.4	0.7
IBB202	28612.0813	35171.7082	88.3807	28612.0817	35171.7086	88.3805	0.4	0.4	-0.2	0.2	-0.5	-0.2
IBB203	28608.2225	35168.4498	88.2236	28608.2228	35168.45	88.2236	0.3	0.2	0.0	0.0	-0.4	0.0
IBB204	28604.4519	35165.2688	88.0741	28604.4527	35165.2689	88.0742	0.8	0.1	0.1	-0.3	-0.8	0.1
IBB205	28600.5603	35162.1434	87.9226	28600.5607	35162.1438	87.9229	0.4	0.4	0.3	0.2	-0.5	0.3
IBB206	28597.8554	35159.9289	87.8238	28597.8556	35159.9291	87.8243	0.2	0.2	0.5	0.1	-0.3	0.5
IBB207	28595.0092	35157.7614	87.716	28595.0096	35157.7618	87.7163	0.4	0.4	0.3	0.2	-0.5	0.3
IBB208	28592.8955	35156.1161	87.6297	28592.896	35156.1166	87.6301	0.5	0.5	0.4	0.2	-0.7	0.4
IBB209	28590.603	35154.4553	87.5417	28590.6031	35154.4554	87.5419	0.1	0.1	0.2	0.0	-0.1	0.2
IBB210	28588.197	35152.7539	87.4516	28588.1972	35152.7545	87.4517	0.2	0.6	0.1	0.4	-0.5	0.1
IBB211	28584.4348	35149.9706	87.3091	28584.4348	35149.9706	87.3095	0.0	0.0	0.4	0.0	0.0	0.4
IBB212	28582.5031	35148.6281	87.2455	28582.5029	35148.6281	87.2458	-0.2	0.0	0.3	0.1	0.2	0.3
IBB213	28580.786	35147.5604	87.183	28580.7858	35147.5605	87.1833	-0.2	0.1	0.3	0.2	0.1	0.3
IBB214	28578.4085	35145.9882	87.0993	28578.408	35145.9882	87.0994	-0.5	0.0	0.1	0.2	0.4	0.1
IBB215	28576.0318	35144.3804	87.0118	28576.0311	35144.3803	87.0121	-0.7	-0.1	0.3	0.2	0.7	0.3
IBB216	28573.179	35142.5653	86.9127	28573.1785	35142.5653	86.913	-0.5	0.0	0.3	0.2	0.4	0.3
IBB217	28570.21	35140.6854	86.8062	28570.2093	35140.6851	86.8064	-0.7	-0.3	0.2	0.1	0.8	0.2
IBB218	28567.1775	35138.832	86.6972	28567.1769	35138.8318	86.6977	-0.6	-0.2	0.5	0.1	0.6	0.5
IBB219	28565.3171	35137.7451	86.6356	28565.3166	35137.7448	86.6365	-0.5	-0.3	0.9	0.0	0.6	0.9
IBB220	28562.8411	35136.3202	86.5513	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB221	28559.776	35134.5876	86.4408	28559.7756	35134.587	86.4414	-0.4	-0.6	0.6	-0.3	0.6	0.6
IBB222	28557.1313	35133.0263	86.3578	28557.1312	35133.0259	86.3577	-0.1	-0.4	-0.1	-0.3	0.3	-0.1
IBB223	28554.5731	35131.7356	86.2602	28554.5731	35131.735	86.26	0.0	-0.6	-0.2	-0.5	0.3	-0.2
IBB224	28552.1401	35130.4449	86.1784	28552.1402	35130.4443	86.1784	0.1	-0.6	0.0	-0.6	0.2	0.0
IBB225	28549.6782	35129.0921	86.1048	28549.6783	35129.0913	86.1049	0.1	-0.8	0.1	-0.8	0.3	0.1
IBB226	28546.5251	35127.5713	85.9948	28546.5251	35127.5711	85.995	0.0	-0.2	0.2	-0.2	0.1	0.2
IBB227	28544.0123	35126.3439	85.9155	28544.0121	35126.3435	85.9161	-0.2	-0.4	0.6	-0.3	0.4	0.6
IBB228	28541.4802	35125.1182	85.8325	28541.4802	35125.1178	85.8328	0.0	-0.4	0.3	-0.4	0.2	0.3
IBB229	28538.9897	35123.8715	85.7522	28538.9894	35123.871	85.7524	-0.3	-0.5	0.2	-0.3	0.5	0.2
IBB230	28535.8784	35122.3253	85.6517	28535.8784	35122.3248	85.6522	0.0	-0.5	0.5	-0.4	0.2	0.5
