Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB101	28616.2685	35174.4843	88.5697	28616.2692	35174.4848	88.5703	0.7	0.5	0.6	0.1	-0.9	0.6
IBB102	28612.0273	35170.6779	88.3948	28612.0276	35170.6778	88.3954	0.3	-0.1	0.6	-0.2	-0.2	0.6
IBB103	28608.8041	35167.7047	88.2711	28608.8052	35167.7049	88.2713	1.1	0.2	0.2	-0.3	-1.1	0.2
IBB104	28605.0811	35164.5172	88.129	28605.0813	35164.5173	88.1295	0.2	0.1	0.5	0.0	-0.2	0.5
IBB105	28601.1909	35161.4041	87.9768	28601.1913	35161.4044	87.977	0.4	0.3	0.2	0.1	-0.5	0.2
IBB106	28598.4228	35159.2386	87.8722	28598.4236	35159.2393	87.8724	0.8	0.7	0.2	0.3	-1.0	0.2
IBB107	28595.6039	35157.079	87.7629	28595.6042	35157.0792	87.7632	0.3	0.2	0.3	0.0	-0.4	0.3
IBB108	28593.3919	35155.4117	87.6753	28593.3922	35155.412	87.6756	0.3	0.3	0.3	0.1	-0.4	0.3
IBB109	28591.111	35153.7296	87.5894	28591.1113	35153.7298	87.5896	0.3	0.2	0.2	0.0	-0.4	0.2
IBB110	28588.7816	35152.0492	87.4991	28588.7819	35152.0496	87.4991	0.3	0.4	0.0	0.2	-0.5	0.0
IBB111	28584.7995	35149.5052	87.3405	28584.7992	35149.5052	87.3404	-0.3	0.0	-0.1	0.1	0.3	-0.1
IBB112	28582.831	35148.0547	87.2748	28582.8306	35148.0546	87.2748	-0.4	-0.1	0.0	0.1	0.4	0.0
IBB113	28581.2886	35146.825	87.2318	28581.2882	35146.8249	87.2321	-0.4	-0.1	0.3	0.1	0.4	0.3
IBB114	28578.8655	35145.2284	87.1388	28578.865	35145.2282	87.1387	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB115	28576.505	35143.6828	87.0596	28576.5045	35143.6825	87.0596	-0.5	-0.3	0.0	0.0	0.6	0.0
IBB116	28573.575	35141.8635	86.955	28573.5743	35141.8634	86.955	-0.7	-0.1	0.0	0.2	0.7	0.0
IBB117	28570.5845	35140.004	86.8455	28570.5837	35140.0038	86.8457	-0.8	-0.2	0.2	0.2	0.8	0.2
IBB118	28567.5497	35138.1324	86.7422	28567.5489	35138.1323	86.7429	-0.8	-0.1	0.7	0.3	0.8	0.7
IBB119	28565.7149	35137.0487	86.6816	28565.7148	35137.0486	86.6819	-0.1	-0.1	0.3	0.0	0.1	0.3
IBB120	28563.2736	35135.6048	86.5966	28563.2732	35135.6046	86.597	-0.4	-0.2	0.4	0.0	0.4	0.4
IBB121	28560.1941	35133.8424	86.4897	28560.1936	35133.8422	86.4896	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB122	28557.5031	35132.3903	86.3932	28557.5029	35132.3898	86.3934	-0.2	-0.5	0.2	-0.4	0.4	0.2
IBB123	28554.9843	35131.0199	86.3089	28554.984	35131.0193	86.3087	-0.3	-0.6	-0.2	-0.4	0.5	-0.2
IBB124	28552.5109	35129.7042	86.2201	28552.5111	35129.7037	86.2205	0.2	-0.5	0.4	-0.5	0.1	0.4
IBB125	28550.0265	35128.3888	86.1457	28550.0264	35128.3882	86.1461	-0.1	-0.6	0.4	-0.5	0.4	0.4
IBB126	28546.9205	35126.812	86.0411	28546.9206	35126.8117	86.0411	0.1	-0.3	0.0	-0.3	0.0	0.0
IBB127	28544.3875	35125.5733	85.9594	28544.3879	35125.5725	85.9586	0.4	-0.8	-0.8	-0.9	0.0	-0.8
IBB128	28541.8443	35124.4329	85.8743	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB129	28539.2832	35123.2186	85.7922	28539.2834	35123.2184	85.7923	0.2	-0.2	0.1	-0.3	-0.1	0.1
IBB130	28536.7317	35121.9781	85.7061	28536.7316	35121.9778	85.7065	-0.1	-0.3	0.4	-0.2	0.2	0.4
IBB131	28533.5422	35120.5498	85.6034	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB132	28530.916	35119.4147	85.5177	28530.916	35119.4144	85.5183	0.0	-0.3	0.6	-0.3	0.1	0.6
IBB133	28528.9479	35118.6688	85.4391	28528.9476	35118.6682	85.4394	-0.3	-0.6	0.3	-0.4	0.5	0.3
IBB134	28525.8057	35117.3319	85.3398	28525.8055	35117.3314	85.3397	-0.2	-0.5	-0.1	-0.4	0.4	-0.1
IBB135	28522.5441	35116.0553	85.231	28522.5439	35116.0547	85.2315	-0.2	-0.6	0.5	-0.4	0.5	0.5
IBB136	28520.4973	35115.2313	85.1685	28520.4971	35115.2309	85.168	-0.2	-0.4	-0.5	-0.3	0.4	-0.5
IBB137	28517.803	35114.2311	85.088	28517.8029	35114.2309	85.0877	-0.1	-0.2	-0.3	-0.1	0.2	-0.3
IBB138	28515.0394	35113.2246	84.9958	28515.0392	35113.2244	84.9958	-0.2	-0.2	0.0	-0.1	0.3	0.0
IBB139	28510.8215	35111.7945	84.857	28510.8211	35111.7944	84.8566	-0.4	-0.1	-0.4	0.1	0.4	-0.4
IBB140	28509.0056	35111.1452	84.8034	28509.0054	35111.1452	84.803	-0.2	0.0	-0.4	0.1	0.2	-0.4
IBB141	28506.9615	35110.4488	84.7401	28506.9613	35110.4489	84.7393	-0.2	0.1	-0.8	0.2	0.1	-0.8
IBB142	28503.6453	35109.3847	84.6269	28503.6452	35109.385	84.626	-0.1	0.3	-0.9	0.3	0.0	-0.9
IBB143	28500.9017	35108.5513	84.5374	28500.9017	35108.5515	84.5368	0.0	0.2	-0.6	0.2	-0.1	-0.6
IBB144	28497.5879	35107.6199	84.4288	28497.5877	35107.6203	84.4285	-0.2	0.4	-0.3	0.4	0.0	-0.3
IBB145	28494.9398	35106.9938	84.3291	28494.9396	35106.9941	84.3287	-0.2	0.3	-0.4	0.4	0.0	-0.4
IBB146	28491.9026	35106.0372	84.2416	28491.9027	35106.0376	84.2416	0.1	0.4	0.0	0.3	-0.3	0.0
IBB147	28489.4468	35105.2142	84.1719	28489.4467	35105.2145	84.1719	-0.1	0.3	0.0	0.3	0.0	0.0
IBB148	28486.654	35104.4135	84.0857	28486.6537	35104.4139	84.0859	-0.3	0.4	0.2	0.5	0.1	0.2
IBB149	28483.9104	35103.6452	84.0015	28483.9102	35103.6455	84.0018	-0.2	0.3	0.3	0.4	0.0	0.3
IBB150	28480.4237	35102.7157	83.8906	28480.4235	35102.7162	83.8907	-0.2	0.5	0.1	0.5	-0.1	0.1
IBB151	28477.7187	35102.0227	83.8082	28477.7185	35102.0231	83.8083	-0.2	0.4	0.1	0.4	0.0	0.1
IBB152	28475.0216	35101.3822	83.7253	28475.0216	35101.3825	83.7258	0.0	0.3	0.5	0.3	-0.1	0.5
IBB153	28473.0462	35100.7971	83.6668	28473.0462	35100.7973	83.6671	0.0	0.2	0.3	0.2	-0.1	0.3
IBB154	28471.2293	35100.324	83.6083	28471.2293	35100.3242	83.6088	0.0	0.2	0.5	0.2	-0.1	0.5
IBB155	28468.2324	35099.5579	83.5206	28468.2323	35099.5582	83.521	-0.1	0.3	0.4	0.3	0.0	0.4
IBB156	28463.001	35098.2818	83.3551	28463.001	35098.2817	83.3563	0.0	-0.1	1.2	-0.1	0.0	1.2
IBB157	28458.2288	35097.1692	83.2057	28458.2286	35097.1692	83.2062	-0.2	0.0	0.5	0.1	0.2	0.5
IBB158	28454.6108	35096.2887	83.0962	28454.6107	35096.2889	83.0968	-0.1	0.2	0.6	0.2	0.0	0.6
IBB159	28449.8853	35095.1228	82.9471	28449.8852	35095.1229	82.9477	-0.1	0.1	0.6	0.1	0.0	0.6
IBB160	28445.1653	35093.9973	82.8026	28445.1652	35093.9975	82.8037	-0.1	0.2	1.1	0.2	0.0	1.1
IBB201	28615.7523	35175.0124	88.5249	28615.7531	35175.0138	88.5254	0.8	1.4	0.5	0.9	-1.4	0.5
IBB202	28612.0813	35171.7082	88.3807	28612.0818	35171.7088	88.3804	0.5	0.6	-0.3	0.3	-0.7	-0.3
IBB203	28608.2225	35168.4498	88.2236	28608.2229	35168.4501	88.2235	0.4	0.3	-0.1	0.1	-0.5	-0.1
IBB204	28604.4519	35165.2688	88.0741	28604.4527	35165.2689	88.0742	0.8	0.1	0.1	-0.3	-0.8	0.1
IBB205	28600.5603	35162.1434	87.9226	28600.5608	35162.1437	87.9229	0.5	0.3	0.3	0.0	-0.6	0.3
IBB206	28597.8554	35159.9289	87.8238	28597.8555	35159.929	87.8243	0.1	0.1	0.5	0.0	-0.1	0.5
IBB207	28595.0092	35157.7614	87.716	28595.0097	35157.7619	87.7164	0.5	0.5	0.4	0.2	-0.7	0.4
IBB208	28592.8955	35156.1161	87.6297	28592.896	35156.1166	87.63	0.5	0.5	0.3	0.2	-0.7	0.3
IBB209	28590.603	35154.4553	87.5417	28590.603	35154.4553	87.542	0.0	0.0	0.3	0.0	0.0	0.3
IBB210	28588.197	35152.7539	87.4516	28588.1972	35152.7545	87.4517	0.2	0.6	0.1	0.4	-0.5	0.1
IBB211	28584.4348	35149.9706	87.3091	28584.4348	35149.9706	87.3094	0.0	0.0	0.3	0.0	0.0	0.3
IBB212	28582.5031	35148.6281	87.2455	28582.5028	35148.6281	87.2457	-0.3	0.0	0.2	0.1	0.3	0.2
IBB213	28580.786	35147.5604	87.183	28580.7859	35147.5606	87.1833	-0.1	0.2	0.3	0.2	0.0	0.3
IBB214	28578.4085	35145.9882	87.0993	28578.4081	35145.9882	87.0995	-0.4	0.0	0.2	0.2	0.4	0.2
IBB215	28576.0318	35144.3804	87.0118	28576.0308	35144.3802	87.012	-1.0	-0.2	0.2	0.3	1.0	0.2
IBB216	28573.179	35142.5653	86.9127	28573.1786	35142.5655	86.913	-0.4	0.2	0.3	0.4	0.3	0.3
IBB217	28570.21	35140.6854	86.8062	28570.2093	35140.6852	86.8065	-0.7	-0.2	0.3	0.1	0.7	0.3
IBB218	28567.1775	35138.832	86.6972	28567.177	35138.8318	86.6977	-0.5	-0.2	0.5	0.1	0.5	0.5
IBB219	28565.3171	35137.7451	86.6356	28565.3165	35137.7448	86.6366	-0.6	-0.3	1.0	0.0	0.7	1.0
IBB220	28562.8411	35136.3202	86.5513	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB221	28559.776	35134.5876	86.4408	28559.7757	35134.587	86.4414	-0.3	-0.6	0.6	-0.4	0.5	0.6
IBB222	28557.1313	35133.0263	86.3578	28557.1314	35133.0259	86.3577	0.1	-0.4	-0.1	-0.4	0.1	-0.1
IBB223	28554.5731	35131.7356	86.2602	28554.573	35131.735	86.2601	-0.1	-0.6	-0.1	-0.5	0.4	-0.1
IBB224	28552.1401	35130.4449	86.1784	28552.1401	35130.4443	86.1784	0.0	-0.6	0.0	-0.5	0.3	0.0
IBB225	28549.6782	35129.0921	86.1048	28549.6783	35129.0913	86.1049	0.1	-0.8	0.1	-0.8	0.3	0.1
IBB226	28546.5251	35127.5713	85.9948	28546.5252	35127.571	85.9951	0.1	-0.3	0.3	-0.3	0.0	0.3
IBB227	28544.0123	35126.3439	85.9155	28544.0122	35126.3436	85.9161	-0.1	-0.3	0.6	-0.2	0.2	0.6
IBB228	28541.4802	35125.1182	85.8325	28541.4803	35125.118	85.8325	0.1	-0.2	0.0	-0.2	0.0	0.0
IBB229	28538.9897	35123.8715	85.7522	28538.9898	35123.8711	85.7523	0.1	-0.4	0.1	-0.4	0.1	0.1
IBB230	28535.8784	35122.3253	85.6517	28535.8784	35122.3249	85.6522	0.0	-0.4	0.5	-0.4	0.2	0.5
IBB231	28533.1807	35121.3107	85.556	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB232	28530.1887	35119.8195	85.4679	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB233	28528.6229	35119.3744	85.4008	28528.6227	35119.3739	85.401	-0.2	-0.5	0.2	-0.4	0.4	0.2
IBB234	28525.4351	35118.0821	85.2951	28525.4344	35118.082	85.2947	-0.7	-0.1	-0.4	0.2	0.7	-0.4
IBB235	28522.2627	35116.7925	85.1936	28522.2624	35116.7923	85.1933	-0.3	-0.2	-0.3	0.0	0.4	-0.3
IBB236	28520.1509	35116.0309	85.1209	28520.1507	35116.031	85.1208	-0.2	0.1	-0.1	0.2	0.1	-0.1
IBB237	28517.4998	35115.0216	85.0414	28517.4993	35115.0215	85.0408	-0.5	-0.1	-0.6	0.1	0.5	-0.6
IBB238	28514.7117	35114.0246	84.9568	28514.7116	35114.0242	84.9565	-0.1	-0.4	-0.3	-0.3	0.3	-0.3
IBB239	28510.5857	35112.5004	84.8222	28510.5855	35112.5004	84.8219	-0.2	0.0	-0.3	0.1	0.2	-0.3
IBB240	28508.7501	35111.9691	84.7628	28508.7497	35111.9688	84.7623	-0.4	-0.3	-0.5	-0.1	0.5	-0.5
IBB241	28506.7499	35111.2929	84.7021	28506.75	35111.2928	84.7017	0.1	-0.1	-0.4	-0.1	0.0	-0.4
IBB242	28503.3926	35110.2021	84.5947	28503.3928	35110.2021	84.5939	0.2	0.0	-0.8	-0.1	-0.2	-0.8
IBB243	28500.6997	35109.3505	84.5062	28500.6997	35109.3507	84.5056	0.0	0.2	-0.6	0.2	-0.1	-0.6
IBB244	28497.3873	35108.3362	84.4023	28497.3871	35108.3367	84.4018	-0.2	0.5	-0.5	0.5	-0.1	-0.5
IBB245	28494.577	35107.5261	84.3058	28494.5769	35107.5264	84.3055	-0.1	0.3	-0.3	0.3	0.0	-0.3
IBB246	28491.7926	35106.6355	84.2196	28491.7923	35106.6359	84.2193	-0.3	0.4	-0.3	0.5	0.1	-0.3
IBB247	28489.2605	35105.9666	84.146	28489.2603	35105.9671	84.146	-0.2	0.5	0.0	0.5	-0.1	0.0
IBB248	28486.3805	35105.145	84.0604	28486.3802	35105.1454	84.0605	-0.3	0.4	0.1	0.5	0.1	0.1
IBB249	28483.833	35104.4304	83.9885	28483.8328	35104.4307	83.9886	-0.2	0.3	0.1	0.4	0.0	0.1
IBB250	28480.2694	35103.4519	83.8819	28480.2693	35103.4522	83.8824	-0.1	0.3	0.5	0.3	0.0	0.5
IBB251	28477.5795	35102.7062	83.7977	28477.5793	35102.7064	83.7982	-0.2	0.2	0.5	0.3	0.1	0.5
IBB252	28474.896	35102.0254	83.712	28474.8961	35102.0258	83.7124	0.1	0.4	0.4	0.3	-0.3	0.4
IBB253	28473.0264	35101.5515	83.6575	28473.0265	35101.5518	83.6582	0.1	0.3	0.7	0.2	-0.2	0.7
IBB254	28470.9988	35101.0372	83.5961	28470.9987	35101.0374	83.5967	-0.1	0.2	0.6	0.2	0.0	0.6
IBB255	28468.0692	35100.2928	83.507	28468.069	35100.2929	83.5076	-0.2	0.1	0.6	0.2	0.1	0.6
IBB256	28462.8154	35098.9464	83.3481	28462.8153	35098.9464	83.349	-0.1	0.0	0.9	0.0	0.1	0.9
IBB257	28458.0112	35097.7767	83.2034	28458.0108	35097.7767	83.2045	-0.4	0.0	1.1	0.2	0.4	1.1
IBB258	28454.424	35096.9073	83.0929	28454.4238	35096.9075	83.0939	-0.2	0.2	1.0	0.3	0.1	1.0
IBB259	28449.7025	35095.698	82.9467	28449.7022	35095.6981	82.9473	-0.3	0.1	0.6	0.2	0.2	0.6
IBB260	28444.9178	35094.5445	82.7976	28444.9176	35094.5444	82.7984	-0.2	-0.1	0.8	0.0	0.2	0.8
IBC01	28615.0532	35174.7295	93.0946	28615.0536	35174.7295	93.0949	0.4	0.0	0.3	-0.2	-0.4	0.3
IBC02	28612.2372	35172.2027	93.0044	28612.2376	35172.2032	93.0048	0.4	0.5	0.4	0.3	-0.6	0.4
IBC03	28608.547	35169.003	92.8474	28608.5473	35169.0035	92.8479	0.3	0.5	0.5	0.3	-0.5	0.5
IBC04	28605.1541	35166.1609	92.6821	28605.1544	35166.1613	92.6823	0.3	0.4	0.2	0.2	-0.5	0.2
IBC05	28601.5041	35163.1739	92.5228	28601.5045	35163.1739	92.5229	0.4	0.0	0.1	-0.2	-0.4	0.1
IBC06	28598.6495	35160.8835	92.4086	28598.65	35160.884	92.4088	0.5	0.5	0.2	0.2	-0.7	0.2
IBC07	28595.7007	35158.585	92.3269	28595.701	35158.5853	92.3271	0.3	0.3	0.2	0.1	-0.4	0.2
IBC08	28593.6565	35157.0294	92.2633	28593.6567	35157.0299	92.2638	0.2	0.5	0.5	0.4	-0.4	0.5
IBC09	28591.4702	35155.3163	92.203	28591.4705	35155.3169	92.2035	0.3	0.6	0.5	0.4	-0.5	0.5
IBC10	28589.1233	35153.6962	92.1235	28589.1231	35153.6963	92.1236	-0.2	0.1	0.1	0.2	0.1	0.1
IBC11	28586.8392	35152.0547	92.0414	28586.839	35152.055	92.0419	-0.2	0.3	0.5	0.4	0.0	0.5
IBC12	28584.3369	35150.2946	91.9307	28584.3361	35150.2949	91.9313	-0.8	0.3	0.6	0.6	0.6	0.6
IBC13	28582.2206	35148.8288	91.8379	28582.2201	35148.8289	91.8382	-0.5	0.1	0.3	0.3	0.4	0.3
IBC14	28579.5107	35147.0043	91.7364	28579.5099	35147.0045	91.7368	-0.8	0.2	0.4	0.5	0.6	0.4
IBC15	28576.5752	35145.0649	91.635	28576.5747	35145.0652	91.6355	-0.5	0.3	0.5	0.5	0.3	0.5
IBC16	28573.0966	35142.94	91.5014	28573.0956	35142.9403	91.5019	-1.0	0.3	0.5	0.7	0.7	0.5
IBC17	28570.275	35141.0667	91.3929	28570.2742	35141.0669	91.3936	-0.8	0.2	0.7	0.5	0.6	0.7
IBC18	28567.0592	35139.1125	91.2701	28567.0581	35139.1126	91.271	-1.1	0.1	0.9	0.6	0.9	0.9
IBC19	28565.2744	35138.0548	91.1968	28565.2735	35138.055	91.197	-0.9	0.2	0.2	0.6	0.7	0.2
IBC20	28562.8651	35136.6499	91.1072	28562.8645	35136.6503	91.1073	-0.6	0.4	0.1	0.6	0.3	0.1
IBC21	28559.8127	35134.8979	91.012	28559.8121	35134.8979	91.0114	-0.6	0.0	-0.6	0.3	0.5	-0.6
IBC22	28557.3566	35133.5272	90.9276	28557.3561	35133.5271	90.9273	-0.5	-0.1	-0.3	0.1	0.5	-0.3
IBC23	28554.7306	35132.0813	90.8473	28554.7304	35132.0811	90.8459	-0.2	-0.2	-1.4	-0.1	0.3	-1.4
