Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB101	28616.2685	35174.4843	88.5697	28616.2691	35174.4847	88.5701	0.6	0.4	0.4	0.1	-0.7	0.4
IBB102	28612.0273	35170.6779	88.3948	28612.0274	35170.6778	88.3955	0.1	-0.1	0.7	-0.1	0.0	0.7
IBB103	28608.8041	35167.7047	88.2711	28608.805	35167.7048	88.2713	0.9	0.1	0.2	-0.3	-0.8	0.2
IBB104	28605.0811	35164.5172	88.129	28605.0814	35164.5175	88.1294	0.3	0.3	0.4	0.1	-0.4	0.4
IBB105	28601.1909	35161.4041	87.9768	28601.1912	35161.4043	87.977	0.3	0.2	0.2	0.0	-0.4	0.2
IBB106	28598.4228	35159.2386	87.8722	28598.4237	35159.2394	87.8724	0.9	0.8	0.2	0.3	-1.2	0.2
IBB107	28595.6039	35157.079	87.7629	28595.6042	35157.0793	87.7632	0.3	0.3	0.3	0.1	-0.4	0.3
IBB108	28593.3919	35155.4117	87.6753	28593.3921	35155.4119	87.6756	0.2	0.2	0.3	0.1	-0.3	0.3
IBB109	28591.111	35153.7296	87.5894	28591.1115	35153.7299	87.5896	0.5	0.3	0.2	0.0	-0.6	0.2
IBB110	28588.7816	35152.0492	87.4991	28588.782	35152.0497	87.499	0.4	0.5	-0.1	0.3	-0.6	-0.1
IBB111	28584.7995	35149.5052	87.3405	28584.7992	35149.5052	87.3405	-0.3	0.0	0.0	0.1	0.3	0.0
IBB112	28582.831	35148.0547	87.2748	28582.8305	35148.0545	87.2748	-0.5	-0.2	0.0	0.1	0.5	0.0
IBB113	28581.2886	35146.825	87.2318	28581.2881	35146.8248	87.232	-0.5	-0.2	0.2	0.1	0.5	0.2
IBB114	28578.8655	35145.2284	87.1388	28578.865	35145.2282	87.1387	-0.5	-0.2	-0.1	0.1	0.5	-0.1
IBB115	28576.505	35143.6828	87.0596	28576.5044	35143.6825	87.0596	-0.6	-0.3	0.0	0.0	0.7	0.0
IBB116	28573.575	35141.8635	86.955	28573.5743	35141.8634	86.955	-0.7	-0.1	0.0	0.2	0.7	0.0
IBB117	28570.5845	35140.004	86.8455	28570.5837	35140.0038	86.8458	-0.8	-0.2	0.3	0.2	0.8	0.3
IBB118	28567.5497	35138.1324	86.7422	28567.5488	35138.1323	86.7428	-0.9	-0.1	0.6	0.3	0.8	0.6
IBB119	28565.7149	35137.0487	86.6816	28565.7146	35137.0486	86.6819	-0.3	-0.1	0.3	0.0	0.3	0.3
IBB120	28563.2736	35135.6048	86.5966	28563.273	35135.6044	86.597	-0.6	-0.4	0.4	-0.1	0.7	0.4
IBB121	28560.1941	35133.8424	86.4897	28560.1936	35133.8421	86.4897	-0.5	-0.3	0.0	0.0	0.6	0.0
