Point	Base E	Base N	Base RL	Easting	Northing	Reduced Level	dE	dN	dRL	dx	dy	dz
IBB101	28616.2685	35174.4843	88.5697	28616.2691	35174.4848	88.5702	0.6	0.5	0.5	0.2	-0.8	0.5
IBB102	28612.0273	35170.6779	88.3948	28612.0276	35170.678	88.3954	0.3	0.1	0.6	0.0	-0.3	0.6
IBB103	28608.8041	35167.7047	88.2711	28608.8048	35167.7052	88.2713	0.7	0.5	0.2	0.1	-0.9	0.2
IBB104	28605.0811	35164.5172	88.129	28605.0814	35164.5174	88.1294	0.3	0.2	0.4	0.0	-0.4	0.4
IBB105	28601.1909	35161.4041	87.9768	28601.1913	35161.4044	87.977	0.4	0.3	0.2	0.1	-0.5	0.2
IBB106	28598.4228	35159.2386	87.8722	28598.4235	35159.2393	87.8724	0.7	0.7	0.2	0.3	-0.9	0.2
IBB107	28595.6039	35157.079	87.7629	28595.6042	35157.0792	87.7632	0.3	0.2	0.3	0.0	-0.4	0.3
IBB108	28593.3919	35155.4117	87.6753	28593.3922	35155.4121	87.6755	0.3	0.4	0.2	0.2	-0.5	0.2
IBB109	28591.111	35153.7296	87.5894	28591.1113	35153.7298	87.5896	0.3	0.2	0.2	0.0	-0.4	0.2
IBB110	28588.7816	35152.0492	87.4991	28588.782	35152.0496	87.499	0.4	0.4	-0.1	0.2	-0.5	-0.1
IBB111	28584.7995	35149.5052	87.3405	28584.7993	35149.5052	87.3405	-0.2	0.0	0.0	0.1	0.2	0.0
IBB112	28582.831	35148.0547	87.2748	28582.8306	35148.0547	87.2748	-0.4	0.0	0.0	0.2	0.4	0.0
IBB113	28581.2886	35146.825	87.2318	28581.288	35146.8249	87.2319	-0.6	-0.1	0.1	0.2	0.6	0.1
IBB114	28578.8655	35145.2284	87.1388	28578.865	35145.2283	87.1388	-0.5	-0.1	0.0	0.1	0.5	0.0
IBB115	28576.505	35143.6828	87.0596	28576.5043	35143.6825	87.0597	-0.7	-0.3	0.1	0.1	0.8	0.1
IBB116	28573.575	35141.8635	86.955	28573.5743	35141.8635	86.9551	-0.7	0.0	0.1	0.3	0.6	0.1
IBB117	28570.5845	35140.004	86.8455	28570.5839	35140.0038	86.8458	-0.6	-0.2	0.3	0.1	0.6	0.3
IBB118	28567.5497	35138.1324	86.7422	28567.5489	35138.1322	86.7429	-0.8	-0.2	0.7	0.2	0.8	0.7
IBB119	28565.7149	35137.0487	86.6816	28565.7146	35137.0483	86.682	-0.3	-0.4	0.4	-0.2	0.5	0.4
IBB120	28563.2736	35135.6048	86.5966	28563.273	35135.6042	86.597	-0.6	-0.6	0.4	-0.3	0.8	0.4
IBB121	28560.1941	35133.8424	86.4897	28560.1936	35133.842	86.4897	-0.5	-0.4	0.0	-0.1	0.6	0.0
IBB122	28557.5031	35132.3903	86.3932	28557.5028	35132.3898	86.3936	-0.3	-0.5	0.4	-0.3	0.5	0.4
IBB123	28554.9843	35131.0199	86.3089	28554.984	35131.0194	86.3091	-0.3	-0.5	0.2	-0.3	0.5	0.2
IBB124	28552.5109	35129.7042	86.2201	28552.5111	35129.7036	86.2206	0.2	-0.6	0.5	-0.6	0.1	0.5
IBB125	28550.0265	35128.3888	86.1457	28550.0264	35128.3883	86.1461	-0.1	-0.5	0.4	-0.4	0.3	0.4
IBB126	28546.9205	35126.812	86.0411	28546.9206	35126.8117	86.0412	0.1	-0.3	0.1	-0.3	0.0	0.1
IBB127	28544.3875	35125.5733	85.9594	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
IBB128	28541.8443	35124.4329	85.8743	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data
